Gene stable ID,Transcript stable ID,Protein stable ID,Exon stable ID,Gene description,Chromosome/scaffold name,Gene start (bp),Gene end (bp),Strand,Karyotype band,Transcript start (bp),Transcript end (bp),Transcription start site (TSS),Transcript length (including UTRs and CDS),Gene name,Source of gene name,Transcript count,Gene % GC content,Gene type,Transcript type,Source (gene),Source (transcript),Gene Synonym
GLYMA_02G218100,KRH72524,KRH72524,KRH72524-6,hypothetical protein,2,40542301,40547137,1,,40542301,40547137,40542301,2642,,,4,35.33,protein_coding,protein_coding,ena,ena,
GLYMA_02G218100,KRH72525,KRH72525,KRH72524-1,hypothetical protein,2,40542301,40547137,1,,40542301,40547137,40542301,2642,,,4,35.33,protein_coding,protein_coding,ena,ena,
GLYMA_02G218100,KRH72525,KRH72525,KRH72524-2,hypothetical protein,2,40542301,40547137,1,,40542301,40547137,40542301,2642,,,4,35.33,protein_coding,protein_coding,ena,ena,
GLYMA_02G218100,KRH72525,KRH72525,KRH72524-3,hypothetical protein,2,40542301,40547137,1,,40542301,40547137,40542301,2642,,,4,35.33,protein_coding,protein_coding,ena,ena,
GLYMA_02G218100,KRH72525,KRH72525,KRH72524-4,hypothetical protein,2,40542301,40547137,1,,40542301,40547137,40542301,2642,,,4,35.33,protein_coding,protein_coding,ena,ena,
GLYMA_02G218100,KRH72525,KRH72525,KRH72524-5,hypothetical protein,2,40542301,40547137,1,,40542301,40547137,40542301,2642,,,4,35.33,protein_coding,protein_coding,ena,ena,
GLYMA_02G218100,KRH72525,KRH72525,KRH72524-6,hypothetical protein,2,40542301,40547137,1,,40542301,40547137,40542301,2642,,,4,35.33,protein_coding,protein_coding,ena,ena,
GLYMA_02G218100,KRH72526,KRH72526,KRH72524-2,hypothetical protein,2,40542301,40547137,1,,40543409,40544477,40543409,894,,,4,35.33,protein_coding,protein_coding,ena,ena,
GLYMA_02G218100,KRH72526,KRH72526,KRH72526-1,hypothetical protein,2,40542301,40547137,1,,40543409,40544477,40543409,894,,,4,35.33,protein_coding,protein_coding,ena,ena,
GLYMA_02G218100,KRH72526,KRH72526,KRH72526-3,hypothetical protein,2,40542301,40547137,1,,40543409,40544477,40543409,894,,,4,35.33,protein_coding,protein_coding,ena,ena,
GLYMA_02G218100,KRH72523,KRH72523,KRH72524-1,hypothetical protein,2,40542301,40547137,1,,40542301,40547137,40542301,2642,,,4,35.33,protein_coding,protein_coding,ena,ena,
GLYMA_02G218100,KRH72523,KRH72523,KRH72524-2,hypothetical protein,2,40542301,40547137,1,,40542301,40547137,40542301,2642,,,4,35.33,protein_coding,protein_coding,ena,ena,
GLYMA_02G218100,KRH72523,KRH72523,KRH72524-3,hypothetical protein,2,40542301,40547137,1,,40542301,40547137,40542301,2642,,,4,35.33,protein_coding,protein_coding,ena,ena,
GLYMA_02G218100,KRH72523,KRH72523,KRH72524-4,hypothetical protein,2,40542301,40547137,1,,40542301,40547137,40542301,2642,,,4,35.33,protein_coding,protein_coding,ena,ena,
GLYMA_02G218100,KRH72523,KRH72523,KRH72524-5,hypothetical protein,2,40542301,40547137,1,,40542301,40547137,40542301,2642,,,4,35.33,protein_coding,protein_coding,ena,ena,
GLYMA_02G218100,KRH72523,KRH72523,KRH72524-6,hypothetical protein,2,40542301,40547137,1,,40542301,40547137,40542301,2642,,,4,35.33,protein_coding,protein_coding,ena,ena,
GLYMA_02G142500,KRH71337,KRH71337,KRH71337-1,hypothetical protein,2,14690185,14691925,-1,,14690185,14691925,14691925,707,,,1,36.36,protein_coding,protein_coding,ena,ena,
GLYMA_02G142500,KRH71337,KRH71337,KRH71337-2,hypothetical protein,2,14690185,14691925,-1,,14690185,14691925,14691925,707,,,1,36.36,protein_coding,protein_coding,ena,ena,
GLYMA_02G142600,KRH71339,KRH71339,KRH71339-1,hypothetical protein,2,14709703,14711363,1,,14709827,14710517,14709827,459,,,2,35.76,protein_coding,protein_coding,ena,ena,
GLYMA_02G142600,KRH71339,KRH71339,KRH71339-2,hypothetical protein,2,14709703,14711363,1,,14709827,14710517,14709827,459,,,2,35.76,protein_coding,protein_coding,ena,ena,
GLYMA_02G142600,KRH71338,KRH71338,KRH71338-1,hypothetical protein,2,14709703,14711363,1,,14709703,14711363,14709703,1201,,,2,35.76,protein_coding,protein_coding,ena,ena,
GLYMA_02G142600,KRH71338,KRH71338,KRH71338-2,hypothetical protein,2,14709703,14711363,1,,14709703,14711363,14709703,1201,,,2,35.76,protein_coding,protein_coding,ena,ena,
GLYMA_02G142600,KRH71338,KRH71338,KRH71338-3,hypothetical protein,2,14709703,14711363,1,,14709703,14711363,14709703,1201,,,2,35.76,protein_coding,protein_coding,ena,ena,
GLYMA_02G142600,KRH71338,KRH71338,KRH71338-4,hypothetical protein,2,14709703,14711363,1,,14709703,14711363,14709703,1201,,,2,35.76,protein_coding,protein_coding,ena,ena,
GLYMA_02G000500,KRH69048,KRH69048,KRH69048-1,hypothetical protein,2,56569,58453,-1,,56569,58453,58453,1159,,,1,37.61,protein_coding,protein_coding,ena,ena,
GLYMA_02G000500,KRH69048,KRH69048,KRH69048-2,hypothetical protein,2,56569,58453,-1,,56569,58453,58453,1159,,,1,37.61,protein_coding,protein_coding,ena,ena,
GLYMA_02G000500,KRH69048,KRH69048,KRH69048-3,hypothetical protein,2,56569,58453,-1,,56569,58453,58453,1159,,,1,37.61,protein_coding,protein_coding,ena,ena,
GLYMA_02G000500,KRH69048,KRH69048,KRH69048-4,hypothetical protein,2,56569,58453,-1,,56569,58453,58453,1159,,,1,37.61,protein_coding,protein_coding,ena,ena,
GLYMA_02G281700,KRH73579,KRH73579,KRH73579-1,hypothetical protein,2,46401584,46410932,1,,46401584,46410932,46401584,5410,,,3,36.86,protein_coding,protein_coding,ena,ena,
GLYMA_02G281700,KRH73579,KRH73579,KRH73579-2,hypothetical protein,2,46401584,46410932,1,,46401584,46410932,46401584,5410,,,3,36.86,protein_coding,protein_coding,ena,ena,
GLYMA_02G281700,KRH73579,KRH73579,KRH73579-3,hypothetical protein,2,46401584,46410932,1,,46401584,46410932,46401584,5410,,,3,36.86,protein_coding,protein_coding,ena,ena,
GLYMA_02G281700,KRH73579,KRH73579,KRH73579-4,hypothetical protein,2,46401584,46410932,1,,46401584,46410932,46401584,5410,,,3,36.86,protein_coding,protein_coding,ena,ena,
GLYMA_02G281700,KRH73579,KRH73579,KRH73579-5,hypothetical protein,2,46401584,46410932,1,,46401584,46410932,46401584,5410,,,3,36.86,protein_coding,protein_coding,ena,ena,
GLYMA_02G281700,KRH73579,KRH73579,KRH73579-6,hypothetical protein,2,46401584,46410932,1,,46401584,46410932,46401584,5410,,,3,36.86,protein_coding,protein_coding,ena,ena,
GLYMA_02G281700,KRH73579,KRH73579,KRH73579-7,hypothetical protein,2,46401584,46410932,1,,46401584,46410932,46401584,5410,,,3,36.86,protein_coding,protein_coding,ena,ena,
GLYMA_02G281700,KRH73579,KRH73579,KRH73579-8,hypothetical protein,2,46401584,46410932,1,,46401584,46410932,46401584,5410,,,3,36.86,protein_coding,protein_coding,ena,ena,
GLYMA_02G281700,KRH73579,KRH73579,KRH73579-9,hypothetical protein,2,46401584,46410932,1,,46401584,46410932,46401584,5410,,,3,36.86,protein_coding,protein_coding,ena,ena,
GLYMA_02G281700,KRH73579,KRH73579,KRH73579-10,hypothetical protein,2,46401584,46410932,1,,46401584,46410932,46401584,5410,,,3,36.86,protein_coding,protein_coding,ena,ena,
GLYMA_02G281700,KRH73579,KRH73579,KRH73579-11,hypothetical protein,2,46401584,46410932,1,,46401584,46410932,46401584,5410,,,3,36.86,protein_coding,protein_coding,ena,ena,
GLYMA_02G281700,KRH73579,KRH73579,KRH73579-12,hypothetical protein,2,46401584,46410932,1,,46401584,46410932,46401584,5410,,,3,36.86,protein_coding,protein_coding,ena,ena,
GLYMA_02G281700,KRH73577,KRH73577,KRH73579-2,hypothetical protein,2,46401584,46410932,1,,46401889,46410932,46401889,3559,,,3,36.86,protein_coding,protein_coding,ena,ena,
GLYMA_02G281700,KRH73577,KRH73577,KRH73579-3,hypothetical protein,2,46401584,46410932,1,,46401889,46410932,46401889,3559,,,3,36.86,protein_coding,protein_coding,ena,ena,
GLYMA_02G281700,KRH73577,KRH73577,KRH73579-4,hypothetical protein,2,46401584,46410932,1,,46401889,46410932,46401889,3559,,,3,36.86,protein_coding,protein_coding,ena,ena,
GLYMA_02G281700,KRH73577,KRH73577,KRH73579-5,hypothetical protein,2,46401584,46410932,1,,46401889,46410932,46401889,3559,,,3,36.86,protein_coding,protein_coding,ena,ena,
GLYMA_02G281700,KRH73577,KRH73577,KRH73579-6,hypothetical protein,2,46401584,46410932,1,,46401889,46410932,46401889,3559,,,3,36.86,protein_coding,protein_coding,ena,ena,
GLYMA_02G281700,KRH73577,KRH73577,KRH73579-7,hypothetical protein,2,46401584,46410932,1,,46401889,46410932,46401889,3559,,,3,36.86,protein_coding,protein_coding,ena,ena,
GLYMA_02G281700,KRH73577,KRH73577,KRH73579-8,hypothetical protein,2,46401584,46410932,1,,46401889,46410932,46401889,3559,,,3,36.86,protein_coding,protein_coding,ena,ena,
GLYMA_02G281700,KRH73577,KRH73577,KRH73579-9,hypothetical protein,2,46401584,46410932,1,,46401889,46410932,46401889,3559,,,3,36.86,protein_coding,protein_coding,ena,ena,
GLYMA_02G281700,KRH73577,KRH73577,KRH73579-10,hypothetical protein,2,46401584,46410932,1,,46401889,46410932,46401889,3559,,,3,36.86,protein_coding,protein_coding,ena,ena,
GLYMA_02G281700,KRH73577,KRH73577,KRH73579-11,hypothetical protein,2,46401584,46410932,1,,46401889,46410932,46401889,3559,,,3,36.86,protein_coding,protein_coding,ena,ena,
GLYMA_02G281700,KRH73577,KRH73577,KRH73579-12,hypothetical protein,2,46401584,46410932,1,,46401889,46410932,46401889,3559,,,3,36.86,protein_coding,protein_coding,ena,ena,
GLYMA_02G281700,KRH73577,KRH73577,KRH73577-1,hypothetical protein,2,46401584,46410932,1,,46401889,46410932,46401889,3559,,,3,36.86,protein_coding,protein_coding,ena,ena,
GLYMA_02G281700,KRH73577,KRH73577,KRH73577-2,hypothetical protein,2,46401584,46410932,1,,46401889,46410932,46401889,3559,,,3,36.86,protein_coding,protein_coding,ena,ena,
GLYMA_02G281700,KRH73577,KRH73577,KRH73577-3,hypothetical protein,2,46401584,46410932,1,,46401889,46410932,46401889,3559,,,3,36.86,protein_coding,protein_coding,ena,ena,
GLYMA_02G281700,KRH73578,KRH73578,KRH73579-2,hypothetical protein,2,46401584,46410932,1,,46401584,46410932,46401584,3864,,,3,36.86,protein_coding,protein_coding,ena,ena,
GLYMA_02G281700,KRH73578,KRH73578,KRH73579-3,hypothetical protein,2,46401584,46410932,1,,46401584,46410932,46401584,3864,,,3,36.86,protein_coding,protein_coding,ena,ena,
