Gene stable ID,Transcript stable ID,Protein stable ID,Exon stable ID,Gene description,Chromosome/scaffold name,Gene start (bp),Gene end (bp),Strand,Karyotype band,Transcript start (bp),Transcript end (bp),Transcription start site (TSS),Transcript length (including UTRs and CDS),Gene name,Source of gene name,Transcript count,Gene % GC content,Gene type,Transcript type,Source (gene),Source (transcript),Gene Synonym
GLYMA_01G103500,KRH75717,KRH75717,KRH75716-6,hypothetical protein,1,34600880,34605669,-1,,34600880,34605669,34605669,3068,,,2,37.93,protein_coding,protein_coding,ena,ena,
GLYMA_01G103500,KRH75717,KRH75717,KRH75716-7,hypothetical protein,1,34600880,34605669,-1,,34600880,34605669,34605669,3068,,,2,37.93,protein_coding,protein_coding,ena,ena,
GLYMA_01G103500,KRH75717,KRH75717,KRH75716-8,hypothetical protein,1,34600880,34605669,-1,,34600880,34605669,34605669,3068,,,2,37.93,protein_coding,protein_coding,ena,ena,
GLYMA_01G103500,KRH75717,KRH75717,KRH75716-9,hypothetical protein,1,34600880,34605669,-1,,34600880,34605669,34605669,3068,,,2,37.93,protein_coding,protein_coding,ena,ena,
GLYMA_01G103500,KRH75717,KRH75717,KRH75716-10,hypothetical protein,1,34600880,34605669,-1,,34600880,34605669,34605669,3068,,,2,37.93,protein_coding,protein_coding,ena,ena,
GLYMA_01G103500,KRH75717,KRH75717,KRH75716-11,hypothetical protein,1,34600880,34605669,-1,,34600880,34605669,34605669,3068,,,2,37.93,protein_coding,protein_coding,ena,ena,
GLYMA_01G103500,KRH75717,KRH75717,KRH75716-12,hypothetical protein,1,34600880,34605669,-1,,34600880,34605669,34605669,3068,,,2,37.93,protein_coding,protein_coding,ena,ena,
GLYMA_01G103500,KRH75717,KRH75717,KRH75716-13,hypothetical protein,1,34600880,34605669,-1,,34600880,34605669,34605669,3068,,,2,37.93,protein_coding,protein_coding,ena,ena,
GLYMA_01G103500,KRH75717,KRH75717,KRH75716-14,hypothetical protein,1,34600880,34605669,-1,,34600880,34605669,34605669,3068,,,2,37.93,protein_coding,protein_coding,ena,ena,
GLYMA_01G103500,KRH75717,KRH75717,KRH75717-1,hypothetical protein,1,34600880,34605669,-1,,34600880,34605669,34605669,3068,,,2,37.93,protein_coding,protein_coding,ena,ena,
GLYMA_01G002100,KRH74146,KRH74146,KRH74146-1,hypothetical protein,1,291328,297375,-1,,292533,297250,297250,3207,,,2,40.81,protein_coding,protein_coding,ena,ena,
GLYMA_01G002100,KRH74146,KRH74146,KRH74146-2,hypothetical protein,1,291328,297375,-1,,292533,297250,297250,3207,,,2,40.81,protein_coding,protein_coding,ena,ena,
GLYMA_01G002100,KRH74146,KRH74146,KRH74146-3,hypothetical protein,1,291328,297375,-1,,292533,297250,297250,3207,,,2,40.81,protein_coding,protein_coding,ena,ena,
GLYMA_01G002100,KRH74146,KRH74146,KRH74146-4,hypothetical protein,1,291328,297375,-1,,292533,297250,297250,3207,,,2,40.81,protein_coding,protein_coding,ena,ena,
GLYMA_01G002100,KRH74146,KRH74146,KRH74146-5,hypothetical protein,1,291328,297375,-1,,292533,297250,297250,3207,,,2,40.81,protein_coding,protein_coding,ena,ena,
GLYMA_01G002100,KRH74146,KRH74146,KRH74146-6,hypothetical protein,1,291328,297375,-1,,292533,297250,297250,3207,,,2,40.81,protein_coding,protein_coding,ena,ena,
GLYMA_01G002100,KRH74146,KRH74146,KRH74146-7,hypothetical protein,1,291328,297375,-1,,292533,297250,297250,3207,,,2,40.81,protein_coding,protein_coding,ena,ena,
GLYMA_01G002100,KRH74146,KRH74146,KRH74146-8,hypothetical protein,1,291328,297375,-1,,292533,297250,297250,3207,,,2,40.81,protein_coding,protein_coding,ena,ena,
GLYMA_01G002100,KRH74146,KRH74146,KRH74146-9,hypothetical protein,1,291328,297375,-1,,292533,297250,297250,3207,,,2,40.81,protein_coding,protein_coding,ena,ena,
GLYMA_01G002100,KRH74146,KRH74146,KRH74146-10,hypothetical protein,1,291328,297375,-1,,292533,297250,297250,3207,,,2,40.81,protein_coding,protein_coding,ena,ena,
GLYMA_01G002100,KRH74146,KRH74146,KRH74146-11,hypothetical protein,1,291328,297375,-1,,292533,297250,297250,3207,,,2,40.81,protein_coding,protein_coding,ena,ena,
GLYMA_01G002100,KRH74145,KRH74145,KRH74146-2,hypothetical protein,1,291328,297375,-1,,291328,297375,297375,4096,,,2,40.81,protein_coding,protein_coding,ena,ena,
GLYMA_01G002100,KRH74145,KRH74145,KRH74146-3,hypothetical protein,1,291328,297375,-1,,291328,297375,297375,4096,,,2,40.81,protein_coding,protein_coding,ena,ena,
GLYMA_01G002100,KRH74145,KRH74145,KRH74146-4,hypothetical protein,1,291328,297375,-1,,291328,297375,297375,4096,,,2,40.81,protein_coding,protein_coding,ena,ena,
GLYMA_01G002100,KRH74145,KRH74145,KRH74146-5,hypothetical protein,1,291328,297375,-1,,291328,297375,297375,4096,,,2,40.81,protein_coding,protein_coding,ena,ena,
GLYMA_01G002100,KRH74145,KRH74145,KRH74146-6,hypothetical protein,1,291328,297375,-1,,291328,297375,297375,4096,,,2,40.81,protein_coding,protein_coding,ena,ena,
GLYMA_01G002100,KRH74145,KRH74145,KRH74146-7,hypothetical protein,1,291328,297375,-1,,291328,297375,297375,4096,,,2,40.81,protein_coding,protein_coding,ena,ena,
GLYMA_01G002100,KRH74145,KRH74145,KRH74146-8,hypothetical protein,1,291328,297375,-1,,291328,297375,297375,4096,,,2,40.81,protein_coding,protein_coding,ena,ena,
GLYMA_01G002100,KRH74145,KRH74145,KRH74146-9,hypothetical protein,1,291328,297375,-1,,291328,297375,297375,4096,,,2,40.81,protein_coding,protein_coding,ena,ena,
GLYMA_01G002100,KRH74145,KRH74145,KRH74146-10,hypothetical protein,1,291328,297375,-1,,291328,297375,297375,4096,,,2,40.81,protein_coding,protein_coding,ena,ena,
GLYMA_01G002100,KRH74145,KRH74145,KRH74145-1,hypothetical protein,1,291328,297375,-1,,291328,297375,297375,4096,,,2,40.81,protein_coding,protein_coding,ena,ena,
GLYMA_01G002100,KRH74145,KRH74145,KRH74145-11,hypothetical protein,1,291328,297375,-1,,291328,297375,297375,4096,,,2,40.81,protein_coding,protein_coding,ena,ena,
GLYMA_02G281700,KRH73579,KRH73579,KRH73579-1,hypothetical protein,2,46401584,46410932,1,,46401584,46410932,46401584,5410,,,3,36.86,protein_coding,protein_coding,ena,ena,
GLYMA_02G281700,KRH73579,KRH73579,KRH73579-2,hypothetical protein,2,46401584,46410932,1,,46401584,46410932,46401584,5410,,,3,36.86,protein_coding,protein_coding,ena,ena,
GLYMA_02G281700,KRH73579,KRH73579,KRH73579-3,hypothetical protein,2,46401584,46410932,1,,46401584,46410932,46401584,5410,,,3,36.86,protein_coding,protein_coding,ena,ena,
GLYMA_02G281700,KRH73579,KRH73579,KRH73579-4,hypothetical protein,2,46401584,46410932,1,,46401584,46410932,46401584,5410,,,3,36.86,protein_coding,protein_coding,ena,ena,
GLYMA_02G281700,KRH73579,KRH73579,KRH73579-5,hypothetical protein,2,46401584,46410932,1,,46401584,46410932,46401584,5410,,,3,36.86,protein_coding,protein_coding,ena,ena,
GLYMA_02G281700,KRH73579,KRH73579,KRH73579-6,hypothetical protein,2,46401584,46410932,1,,46401584,46410932,46401584,5410,,,3,36.86,protein_coding,protein_coding,ena,ena,
GLYMA_02G281700,KRH73579,KRH73579,KRH73579-7,hypothetical protein,2,46401584,46410932,1,,46401584,46410932,46401584,5410,,,3,36.86,protein_coding,protein_coding,ena,ena,
GLYMA_02G281700,KRH73579,KRH73579,KRH73579-8,hypothetical protein,2,46401584,46410932,1,,46401584,46410932,46401584,5410,,,3,36.86,protein_coding,protein_coding,ena,ena,
GLYMA_02G281700,KRH73579,KRH73579,KRH73579-9,hypothetical protein,2,46401584,46410932,1,,46401584,46410932,46401584,5410,,,3,36.86,protein_coding,protein_coding,ena,ena,
GLYMA_02G281700,KRH73579,KRH73579,KRH73579-10,hypothetical protein,2,46401584,46410932,1,,46401584,46410932,46401584,5410,,,3,36.86,protein_coding,protein_coding,ena,ena,
GLYMA_02G281700,KRH73579,KRH73579,KRH73579-11,hypothetical protein,2,46401584,46410932,1,,46401584,46410932,46401584,5410,,,3,36.86,protein_coding,protein_coding,ena,ena,
GLYMA_02G281700,KRH73579,KRH73579,KRH73579-12,hypothetical protein,2,46401584,46410932,1,,46401584,46410932,46401584,5410,,,3,36.86,protein_coding,protein_coding,ena,ena,
GLYMA_02G281700,KRH73577,KRH73577,KRH73579-2,hypothetical protein,2,46401584,46410932,1,,46401889,46410932,46401889,3559,,,3,36.86,protein_coding,protein_coding,ena,ena,
GLYMA_02G281700,KRH73577,KRH73577,KRH73579-3,hypothetical protein,2,46401584,46410932,1,,46401889,46410932,46401889,3559,,,3,36.86,protein_coding,protein_coding,ena,ena,
GLYMA_02G281700,KRH73577,KRH73577,KRH73579-4,hypothetical protein,2,46401584,46410932,1,,46401889,46410932,46401889,3559,,,3,36.86,protein_coding,protein_coding,ena,ena,
GLYMA_02G281700,KRH73577,KRH73577,KRH73579-5,hypothetical protein,2,46401584,46410932,1,,46401889,46410932,46401889,3559,,,3,36.86,protein_coding,protein_coding,ena,ena,
GLYMA_02G281700,KRH73577,KRH73577,KRH73579-6,hypothetical protein,2,46401584,46410932,1,,46401889,46410932,46401889,3559,,,3,36.86,protein_coding,protein_coding,ena,ena,
GLYMA_02G281700,KRH73577,KRH73577,KRH73579-7,hypothetical protein,2,46401584,46410932,1,,46401889,46410932,46401889,3559,,,3,36.86,protein_coding,protein_coding,ena,ena,
GLYMA_02G281700,KRH73577,KRH73577,KRH73579-8,hypothetical protein,2,46401584,46410932,1,,46401889,46410932,46401889,3559,,,3,36.86,protein_coding,protein_coding,ena,ena,
GLYMA_02G281700,KRH73577,KRH73577,KRH73579-9,hypothetical protein,2,46401584,46410932,1,,46401889,46410932,46401889,3559,,,3,36.86,protein_coding,protein_coding,ena,ena,
GLYMA_02G281700,KRH73577,KRH73577,KRH73579-10,hypothetical protein,2,46401584,46410932,1,,46401889,46410932,46401889,3559,,,3,36.86,protein_coding,protein_coding,ena,ena,
GLYMA_02G281700,KRH73577,KRH73577,KRH73579-11,hypothetical protein,2,46401584,46410932,1,,46401889,46410932,46401889,3559,,,3,36.86,protein_coding,protein_coding,ena,ena,
GLYMA_02G281700,KRH73577,KRH73577,KRH73579-12,hypothetical protein,2,46401584,46410932,1,,46401889,46410932,46401889,3559,,,3,36.86,protein_coding,protein_coding,ena,ena,
GLYMA_02G281700,KRH73577,KRH73577,KRH73577-1,hypothetical protein,2,46401584,46410932,1,,46401889,46410932,46401889,3559,,,3,36.86,protein_coding,protein_coding,ena,ena,
GLYMA_02G281700,KRH73577,KRH73577,KRH73577-2,hypothetical protein,2,46401584,46410932,1,,46401889,46410932,46401889,3559,,,3,36.86,protein_coding,protein_coding,ena,ena,
GLYMA_02G281700,KRH73577,KRH73577,KRH73577-3,hypothetical protein,2,46401584,46410932,1,,46401889,46410932,46401889,3559,,,3,36.86,protein_coding,protein_coding,ena,ena,
GLYMA_02G281700,KRH73578,KRH73578,KRH73579-2,hypothetical protein,2,46401584,46410932,1,,46401584,46410932,46401584,3864,,,3,36.86,protein_coding,protein_coding,ena,ena,
GLYMA_02G281700,KRH73578,KRH73578,KRH73579-3,hypothetical protein,2,46401584,46410932,1,,46401584,46410932,46401584,3864,,,3,36.86,protein_coding,protein_coding,ena,ena,
GLYMA_02G281700,KRH73578,KRH73578,KRH73579-4,hypothetical protein,2,46401584,46410932,1,,46401584,46410932,46401584,3864,,,3,36.86,protein_coding,protein_coding,ena,ena,
GLYMA_02G281700,KRH73578,KRH73578,KRH73579-5,hypothetical protein,2,46401584,46410932,1,,46401584,46410932,46401584,3864,,,3,36.86,protein_coding,protein_coding,ena,ena,
GLYMA_02G281700,KRH73578,KRH73578,KRH73579-6,hypothetical protein,2,46401584,46410932,1,,46401584,46410932,46401584,3864,,,3,36.86,protein_coding,protein_coding,ena,ena,
GLYMA_02G281700,KRH73578,KRH73578,KRH73579-7,hypothetical protein,2,46401584,46410932,1,,46401584,46410932,46401584,3864,,,3,36.86,protein_coding,protein_coding,ena,ena,
GLYMA_02G281700,KRH73578,KRH73578,KRH73579-8,hypothetical protein,2,46401584,46410932,1,,46401584,46410932,46401584,3864,,,3,36.86,protein_coding,protein_coding,ena,ena,
GLYMA_02G281700,KRH73578,KRH73578,KRH73579-9,hypothetical protein,2,46401584,46410932,1,,46401584,46410932,46401584,3864,,,3,36.86,protein_coding,protein_coding,ena,ena,
GLYMA_02G281700,KRH73578,KRH73578,KRH73579-10,hypothetical protein,2,46401584,46410932,1,,46401584,46410932,46401584,3864,,,3,36.86,protein_coding,protein_coding,ena,ena,
GLYMA_02G281700,KRH73578,KRH73578,KRH73579-11,hypothetical protein,2,46401584,46410932,1,,46401584,46410932,46401584,3864,,,3,36.86,protein_coding,protein_coding,ena,ena,
GLYMA_02G281700,KRH73578,KRH73578,KRH73579-12,hypothetical protein,2,46401584,46410932,1,,46401584,46410932,46401584,3864,,,3,36.86,protein_coding,protein_coding,ena,ena,
GLYMA_02G281700,KRH73578,KRH73578,KRH73577-2,hypothetical protein,2,46401584,46410932,1,,46401584,46410932,46401584,3864,,,3,36.86,protein_coding,protein_coding,ena,ena,
GLYMA_02G281700,KRH73578,KRH73578,KRH73577-3,hypothetical protein,2,46401584,46410932,1,,46401584,46410932,46401584,3864,,,3,36.86,protein_coding,protein_coding,ena,ena,
GLYMA_02G281700,KRH73578,KRH73578,KRH73578-1,hypothetical protein,2,46401584,46410932,1,,46401584,46410932,46401584,3864,,,3,36.86,protein_coding,protein_coding,ena,ena,
GLYMA_02G239600,KRH72897,KRH72897,KRH72897-1,hypothetical protein,2,42813400,42824492,-1,,42813400,42824492,42824492,4006,,,5,35.56,protein_coding,protein_coding,ena,ena,
GLYMA_02G239600,KRH72897,KRH72897,KRH72897-2,hypothetical protein,2,42813400,42824492,-1,,42813400,42824492,42824492,4006,,,5,35.56,protein_coding,protein_coding,ena,ena,
GLYMA_02G239600,KRH72897,KRH72897,KRH72897-3,hypothetical protein,2,42813400,42824492,-1,,42813400,42824492,42824492,4006,,,5,35.56,protein_coding,protein_coding,ena,ena,
GLYMA_02G239600,KRH72897,KRH72897,KRH72897-4,hypothetical protein,2,42813400,42824492,-1,,42813400,42824492,42824492,4006,,,5,35.56,protein_coding,protein_coding,ena,ena,
GLYMA_02G239600,KRH72897,KRH72897,KRH72897-5,hypothetical protein,2,42813400,42824492,-1,,42813400,42824492,42824492,4006,,,5,35.56,protein_coding,protein_coding,ena,ena,
GLYMA_02G239600,KRH72897,KRH72897,KRH72897-6,hypothetical protein,2,42813400,42824492,-1,,42813400,42824492,42824492,4006,,,5,35.56,protein_coding,protein_coding,ena,ena,
GLYMA_02G239600,KRH72897,KRH72897,KRH72897-7,hypothetical protein,2,42813400,42824492,-1,,42813400,42824492,42824492,4006,,,5,35.56,protein_coding,protein_coding,ena,ena,
GLYMA_02G239600,KRH72897,KRH72897,KRH72897-8,hypothetical protein,2,42813400,42824492,-1,,42813400,42824492,42824492,4006,,,5,35.56,protein_coding,protein_coding,ena,ena,
GLYMA_02G239600,KRH72897,KRH72897,KRH72897-9,hypothetical protein,2,42813400,42824492,-1,,42813400,42824492,42824492,4006,,,5,35.56,protein_coding,protein_coding,ena,ena,
GLYMA_02G239600,KRH72897,KRH72897,KRH72897-10,hypothetical protein,2,42813400,42824492,-1,,42813400,42824492,42824492,4006,,,5,35.56,protein_coding,protein_coding,ena,ena,
GLYMA_02G239600,KRH72897,KRH72897,KRH72897-11,hypothetical protein,2,42813400,42824492,-1,,42813400,42824492,42824492,4006,,,5,35.56,protein_coding,protein_coding,ena,ena,
GLYMA_02G239600,KRH72897,KRH72897,KRH72897-12,hypothetical protein,2,42813400,42824492,-1,,42813400,42824492,42824492,4006,,,5,35.56,protein_coding,protein_coding,ena,ena,
GLYMA_02G239600,KRH72899,KRH72899,KRH72897-2,hypothetical protein,2,42813400,42824492,-1,,42813400,42824492,42824492,4002,,,5,35.56,protein_coding,protein_coding,ena,ena,
GLYMA_02G239600,KRH72899,KRH72899,KRH72897-3,hypothetical protein,2,42813400,42824492,-1,,42813400,42824492,42824492,4002,,,5,35.56,protein_coding,protein_coding,ena,ena,
GLYMA_02G239600,KRH72899,KRH72899,KRH72897-4,hypothetical protein,2,42813400,42824492,-1,,42813400,42824492,42824492,4002,,,5,35.56,protein_coding,protein_coding,ena,ena,
GLYMA_02G239600,KRH72899,KRH72899,KRH72897-5,hypothetical protein,2,42813400,42824492,-1,,42813400,42824492,42824492,4002,,,5,35.56,protein_coding,protein_coding,ena,ena,
GLYMA_02G239600,KRH72899,KRH72899,KRH72897-6,hypothetical protein,2,42813400,42824492,-1,,42813400,42824492,42824492,4002,,,5,35.56,protein_coding,protein_coding,ena,ena,
GLYMA_02G239600,KRH72899,KRH72899,KRH72897-7,hypothetical protein,2,42813400,42824492,-1,,42813400,42824492,42824492,4002,,,5,35.56,protein_coding,protein_coding,ena,ena,
GLYMA_02G239600,KRH72899,KRH72899,KRH72897-8,hypothetical protein,2,42813400,42824492,-1,,42813400,42824492,42824492,4002,,,5,35.56,protein_coding,protein_coding,ena,ena,
GLYMA_02G239600,KRH72899,KRH72899,KRH72897-9,hypothetical protein,2,42813400,42824492,-1,,42813400,42824492,42824492,4002,,,5,35.56,protein_coding,protein_coding,ena,ena,
GLYMA_02G239600,KRH72899,KRH72899,KRH72897-10,hypothetical protein,2,42813400,42824492,-1,,42813400,42824492,42824492,4002,,,5,35.56,protein_coding,protein_coding,ena,ena,
GLYMA_02G239600,KRH72899,KRH72899,KRH72897-11,hypothetical protein,2,42813400,42824492,-1,,42813400,42824492,42824492,4002,,,5,35.56,protein_coding,protein_coding,ena,ena,
GLYMA_02G239600,KRH72899,KRH72899,KRH72897-12,hypothetical protein,2,42813400,42824492,-1,,42813400,42824492,42824492,4002,,,5,35.56,protein_coding,protein_coding,ena,ena,
GLYMA_02G239600,KRH72899,KRH72899,KRH72899-1,hypothetical protein,2,42813400,42824492,-1,,42813400,42824492,42824492,4002,,,5,35.56,protein_coding,protein_coding,ena,ena,
GLYMA_02G239600,KRH72900,KRH72900,KRH72897-2,hypothetical protein,2,42813400,42824492,-1,,42814137,42823874,42823874,2370,,,5,35.56,protein_coding,protein_coding,ena,ena,
GLYMA_02G239600,KRH72900,KRH72900,KRH72897-3,hypothetical protein,2,42813400,42824492,-1,,42814137,42823874,42823874,2370,,,5,35.56,protein_coding,protein_coding,ena,ena,
GLYMA_02G239600,KRH72900,KRH72900,KRH72897-4,hypothetical protein,2,42813400,42824492,-1,,42814137,42823874,42823874,2370,,,5,35.56,protein_coding,protein_coding,ena,ena,
GLYMA_02G239600,KRH72900,KRH72900,KRH72897-5,hypothetical protein,2,42813400,42824492,-1,,42814137,42823874,42823874,2370,,,5,35.56,protein_coding,protein_coding,ena,ena,
GLYMA_02G239600,KRH72900,KRH72900,KRH72897-6,hypothetical protein,2,42813400,42824492,-1,,42814137,42823874,42823874,2370,,,5,35.56,protein_coding,protein_coding,ena,ena,
GLYMA_02G239600,KRH72900,KRH72900,KRH72897-7,hypothetical protein,2,42813400,42824492,-1,,42814137,42823874,42823874,2370,,,5,35.56,protein_coding,protein_coding,ena,ena,
GLYMA_02G239600,KRH72900,KRH72900,KRH72897-8,hypothetical protein,2,42813400,42824492,-1,,42814137,42823874,42823874,2370,,,5,35.56,protein_coding,protein_coding,ena,ena,
GLYMA_02G239600,KRH72900,KRH72900,KRH72897-9,hypothetical protein,2,42813400,42824492,-1,,42814137,42823874,42823874,2370,,,5,35.56,protein_coding,protein_coding,ena,ena,
GLYMA_02G239600,KRH72900,KRH72900,KRH72897-10,hypothetical protein,2,42813400,42824492,-1,,42814137,42823874,42823874,2370,,,5,35.56,protein_coding,protein_coding,ena,ena,
GLYMA_02G239600,KRH72900,KRH72900,KRH72900-1,hypothetical protein,2,42813400,42824492,-1,,42814137,42823874,42823874,2370,,,5,35.56,protein_coding,protein_coding,ena,ena,
GLYMA_02G239600,KRH72900,KRH72900,KRH72900-2,hypothetical protein,2,42813400,42824492,-1,,42814137,42823874,42823874,2370,,,5,35.56,protein_coding,protein_coding,ena,ena,
GLYMA_02G239600,KRH72900,KRH72900,KRH72900-3,hypothetical protein,2,42813400,42824492,-1,,42814137,42823874,42823874,2370,,,5,35.56,protein_coding,protein_coding,ena,ena,
GLYMA_02G239600,KRH72900,KRH72900,KRH72900-13,hypothetical protein,2,42813400,42824492,-1,,42814137,42823874,42823874,2370,,,5,35.56,protein_coding,protein_coding,ena,ena,
GLYMA_02G239600,KRH72896,KRH72896,KRH72897-2,hypothetical protein,2,42813400,42824492,-1,,42813400,42824492,42824492,3532,,,5,35.56,protein_coding,protein_coding,ena,ena,
GLYMA_02G239600,KRH72896,KRH72896,KRH72897-3,hypothetical protein,2,42813400,42824492,-1,,42813400,42824492,42824492,3532,,,5,35.56,protein_coding,protein_coding,ena,ena,
GLYMA_02G239600,KRH72896,KRH72896,KRH72897-4,hypothetical protein,2,42813400,42824492,-1,,42813400,42824492,42824492,3532,,,5,35.56,protein_coding,protein_coding,ena,ena,
GLYMA_02G239600,KRH72896,KRH72896,KRH72897-5,hypothetical protein,2,42813400,42824492,-1,,42813400,42824492,42824492,3532,,,5,35.56,protein_coding,protein_coding,ena,ena,
GLYMA_02G239600,KRH72896,KRH72896,KRH72897-6,hypothetical protein,2,42813400,42824492,-1,,42813400,42824492,42824492,3532,,,5,35.56,protein_coding,protein_coding,ena,ena,
GLYMA_02G239600,KRH72896,KRH72896,KRH72897-7,hypothetical protein,2,42813400,42824492,-1,,42813400,42824492,42824492,3532,,,5,35.56,protein_coding,protein_coding,ena,ena,
GLYMA_02G239600,KRH72896,KRH72896,KRH72897-8,hypothetical protein,2,42813400,42824492,-1,,42813400,42824492,42824492,3532,,,5,35.56,protein_coding,protein_coding,ena,ena,
GLYMA_02G239600,KRH72896,KRH72896,KRH72897-9,hypothetical protein,2,42813400,42824492,-1,,42813400,42824492,42824492,3532,,,5,35.56,protein_coding,protein_coding,ena,ena,
GLYMA_02G239600,KRH72896,KRH72896,KRH72897-10,hypothetical protein,2,42813400,42824492,-1,,42813400,42824492,42824492,3532,,,5,35.56,protein_coding,protein_coding,ena,ena,
GLYMA_02G239600,KRH72896,KRH72896,KRH72897-11,hypothetical protein,2,42813400,42824492,-1,,42813400,42824492,42824492,3532,,,5,35.56,protein_coding,protein_coding,ena,ena,
GLYMA_02G239600,KRH72896,KRH72896,KRH72897-12,hypothetical protein,2,42813400,42824492,-1,,42813400,42824492,42824492,3532,,,5,35.56,protein_coding,protein_coding,ena,ena,
GLYMA_02G239600,KRH72896,KRH72896,KRH72900-2,hypothetical protein,2,42813400,42824492,-1,,42813400,42824492,42824492,3532,,,5,35.56,protein_coding,protein_coding,ena,ena,
GLYMA_02G239600,KRH72896,KRH72896,KRH72900-3,hypothetical protein,2,42813400,42824492,-1,,42813400,42824492,42824492,3532,,,5,35.56,protein_coding,protein_coding,ena,ena,
GLYMA_02G239600,KRH72896,KRH72896,KRH72896-1,hypothetical protein,2,42813400,42824492,-1,,42813400,42824492,42824492,3532,,,5,35.56,protein_coding,protein_coding,ena,ena,
GLYMA_02G239600,KRH72898,KRH72898,KRH72897-2,hypothetical protein,2,42813400,42824492,-1,,42813770,42823152,42823152,2292,,,5,35.56,protein_coding,protein_coding,ena,ena,
GLYMA_02G239600,KRH72898,KRH72898,KRH72897-3,hypothetical protein,2,42813400,42824492,-1,,42813770,42823152,42823152,2292,,,5,35.56,protein_coding,protein_coding,ena,ena,
GLYMA_02G239600,KRH72898,KRH72898,KRH72897-4,hypothetical protein,2,42813400,42824492,-1,,42813770,42823152,42823152,2292,,,5,35.56,protein_coding,protein_coding,ena,ena,
GLYMA_02G239600,KRH72898,KRH72898,KRH72897-5,hypothetical protein,2,42813400,42824492,-1,,42813770,42823152,42823152,2292,,,5,35.56,protein_coding,protein_coding,ena,ena,
