ensembl_gene_id,Class,Transcripts,name,Family,Sub_Family,chromosome_me,start_position,end_position,strand,transcript_start,transcript_end,Length.AM,EffectiveLength.AM,TPM.AM,NumReads.AM,Length.OF,EffectiveLength.OF,TPM.OF,NumReads.OF,Length.IBM,EffectiveLength.IBM,TPM.IBM,NumReads.IBM,Length.IAM,EffectiveLength.IAM,TPM.IAM,NumReads.IAM,Length.SAM6D,EffectiveLength.SAM6D,TPM.SAM6D,NumReads.SAM6D,Length.SAM17D,EffectiveLength.SAM17D,TPM.SAM17D,NumReads.SAM17D,Length.SAM38D,EffectiveLength.SAM38D,TPM.SAM38D,NumReads.SAM38D,Length.RootTip,EffectiveLength.RootTip,TPM.RootTip,NumReads.RootTip,Length.Callus,EffectiveLength.Callus,TPM.Callus,NumReads.Callus,Length.Hypocotyl,EffectiveLength.Hypocotyl,TPM.Hypocotyl,NumReads.Hypocotyl,Length.Cotyledon,EffectiveLength.Cotyledon,TPM.Cotyledon,NumReads.Cotyledon,Length.Leaf,EffectiveLength.Leaf,TPM.Leaf,NumReads.Leaf,Length.Root,EffectiveLength.Root,TPM.Root,NumReads.Root,Length.Nodule,EffectiveLength.Nodule,TPM.Nodule,NumReads.Nodule,ortholog_name
Glyma.02G239600,A,KRH72896,Glyma.02G239600.1,ARF,ARF8,2,42813400,42824492,-1,42813400,42824492,3532,3283,18.062407,2589.28499999999,3532,3283,8.153791,1140.63699999999,3532,3283,25.144304,2937.74699999999,3532,3283,22.2172839999999,3290.853,3532,3283,22.5173239999999,3434.704,3532,3283,12.659333,1885.338,3532,3283,10.229414,1405.348,3532,3283,6.59578699999999,2138.942,3532,3283,2.71679799999999,425.889,3532,3283,16.326781,4291.533,3532,3283,17.0549269999999,4839.90999999999,3532,3282,21.320212,425.737,3532,3282,7.310538,162.441,3532,3282,0.657995,14.2509999999999,GmARF8_A
Glyma.02G239600,A,KRH72897,Glyma.02G239600.2,ARF,ARF8,2,42813400,42824492,-1,42813400,42824492,4006,3757,2.909794,477.35,4006,3757,0,0,4006,3757,2.596753,347.197,4006,3757,0,0,4006,3757,0.776823999999999,135.602,4006,3757,0,0,4006,3757,0.721851,113.488,4006,3757,0,0,4006,3757,0,0,4006,3757,1.00825199999999,303.285,4006,3757,0,0,4006,3756,0,0,4006,3756,0,0,4006,3756,0,0,GmARF8_A
Glyma.02G239600,A,KRH72898,Glyma.02G239600.3,ARF,ARF8,2,42813400,42824492,-1,42813770,42823152,2292,2043,37.168779,3315.73599999999,2292,2043,5.43927699999999,473.507,2292,2043,51.089719,3714.54599999999,2292,2043,41.924483,3864.40599999999,2292,2043,52.87285,5018.83299999999,2292,2043,68.490459,6347.54799999999,2292,2043,26.447317,2261.061,2292,2043,6.30838199999999,1273.057,2292,2043,6.139986,598.969,2292,2043,23.9866999999999,3923.556,2292,2043,0,0,2292,2042,0,0,2292,2042,3.626608,50.1379999999999,2292,2042,0,0,GmARF8_A
Glyma.02G239600,A,KRH72899,Glyma.02G239600.4,ARF,ARF8,2,42813400,42824492,-1,42813400,42824492,4002,3753,0,0,4002,3753,0,0,4002,3753,0,0,4002,3753,0.218475,36.994,4002,3753,0,0,4002,3753,1.122301,191.071,4002,3753,0,0,4002,3753,0.370842,137.477,4002,3753,0.0231519999999999,4.149,4002,3753,0,0,4002,3753,0.0119399999999999,3.873,4002,3752,1.161476,26.515,4002,3752,0.157309,3.996,4002,3752,0,0,GmARF8_A
Glyma.02G239600,A,KRH72900,Glyma.02G239600.5,ARF,ARF8,2,42813400,42824492,-1,42814137,42823874,2370,2121,13.757865,1274.163,2370,2121,13.859804,1252.607,2370,2121,7.35432099999999,555.12,2370,2121,8.7711959999999891,839.355999999999,2370,2121,0,0,2370,2121,11.829332,1138.173,2370,2121,13.5614729999999,1203.67599999999,2370,2121,6.099923,1277.987,2370,2121,1.55180999999999,157.162,2370,2121,33.826894,5744.38799999999,2370,2121,14.166313,2597.252,2370,2120,0,0,2370,2120,0,0,2370,2120,0,0,GmARF8_A
Glyma.02G281700,A,KRH73577,Glyma.02G281700.1,ARF,ARF6/8,2,46401584,46410932,1,46401889,46410932,3559,3310,20.402659,2948.819,3559,3310,13.073416,1843.886,3559,3310,21.2474719999999,2502.875,3559,3310,16.0868429999999,2402.40099999999,3559,3310,15.922192,2448.683,3559,3310,25.2868789999999,3796.914,3559,3310,14.471819,2004.534,3559,3310,7.104116,2322.73399999999,3559,3310,9.899494,1564.621,3559,3310,17.368718,4602.95499999999,3559,3310,10.711722,3064.81199999999,3559,3309,10.3293769999999,207.961,3559,3309,3.93856299999999,88.2349999999999,3559,3309,3.20526899999999,69.992,GmARF6/8_A
Glyma.02G281700,A,KRH73578,Glyma.02G281700.2,ARF,ARF6/8,2,46401584,46410932,1,46401584,46410932,3864,3615,0,0,3864,3615,0,0,3864,3615,0,0,3864,3615,0,0,3864,3615,0,0,3864,3615,0,0,3864,3615,0,0,3864,3615,0,0,3864,3615,0,0,3864,3615,0,0,3864,3615,0,0,3864,3614,0.349353,7.682,3864,3614,3.61574999999999,88.4699999999999,3864,3614,0,0,GmARF6/8_A
Glyma.02G281700,A,KRH73579,Glyma.02G281700.3,ARF,ARF6/8,2,46401584,46410932,1,46401584,46410932,5410,5161,0.0334959999999999,7.548,5410,5161,0,0,5410,5161,0.116507,21.399,5410,5161,0,0,5410,5161,0,0,5410,5161,0,0,5410,5161,0,0,5410,5161,0.0420719999999999,21.448,5410,5161,0,0,5410,5161,0,0,5410,5161,0,0,5410,5160,0,0,5410,5160,0.060122,2.1,5410,5160,0,0,GmARF6/8_A
Glyma.03G070500,B,KRH65921,Glyma.03G070500.1,ARF,ARF9,3,16766136,16770934,-1,16766136,16770934,3023,2774,14.963834,1812.519,3023,2774,9.14943599999999,1081.478,3023,2774,18.303006,1806.894,3023,2774,10.0143369999999,1253.35799999999,3023,2774,21.230577,2736.33899999999,3023,2774,13.709403,1725.173,3023,2774,9.639602,1118.99399999999,3023,2774,6.361899,1743.23,3023,2774,2.60344899999999,344.845,3023,2774,4.15916499999999,923.748,3023,2774,6.335987,1519.278,3023,2773,42.803542,722.172,3023,2773,126.598709,2376.766,3023,2773,27.4919009999999,503.089,GmARF9_B
Glyma.03G070500,B,KRH65922,Glyma.03G070500.2,ARF,ARF9,3,16766136,16770934,-1,16766692,16770465,2076,1827,45.008611,3590.60399999999,2076,1827,32.4976059999999,2529.92099999999,2076,1827,42.192675,2743.33899999999,2076,1827,40.9243579999999,3373.39399999999,2076,1827,47.6722949999999,4046.74899999999,2076,1827,55.8065459999999,4625.20799999999,2076,1827,37.757871,2886.744,2076,1827,8.439588,1523.075,2076,1827,0.68589,59.8359999999999,2076,1827,7.071054,1034.34099999999,2076,1827,8.282666,1308.053,2076,1826,8.64716699999999,96.0699999999999,2076,1826,43.2778369999999,535.024,2076,1826,3.279099,39.5129999999999,GmARF9_B
Glyma.03G158600,A,KRH67288,Glyma.03G158600.1,IAA,IAA1-4,3,37387584,37389357,-1,37387584,37389357,1245,996,2.123764,92.363,1245,996,36.369667,1543.53199999999,1245,996,3.178334,112.658,1245,996,8.34281799999999,374.903,1245,996,0.658302,30.4639999999999,1245,996,1.374,62.0799999999999,1245,996,0.983933999999999,41.0099999999999,1245,996,4.802952,472.529999999999,1245,996,0.021027,1,1245,996,15.909252,1268.674,1245,996,0.098736,8.50099999999999,1245,995,2.34819399999999,14.2159999999999,1245,995,2.88689699999999,19.4469999999999,1245,995,0,0,GmIAA1-4_A
Glyma.03G158700,A,KRH67289,Glyma.03G158700.1,IAA,IAA16,3,37402403,37406031,1,37402403,37406031,1350,1101,62.978354,3027.694,1350,1101,188.282417,8833.12,1350,1101,50.273803,1969.84899999999,1350,1101,63.4159709999999,3150.15999999999,1350,1101,20.1633229999999,1031.457,1350,1101,39.9190559999999,1993.77,1350,1101,73.5356309999999,3388.03099999999,1350,1101,93.9132319999999,10213.5229999999,1350,1101,0.583158999999999,30.658,1350,1101,382.933284,33756.033,1350,1101,11.797675,1122.795,1350,1100,6.250057,41.8299999999999,1350,1100,14.892682,110.911,1350,1100,2.016265,14.6359999999999,GmIAA16_B
Glyma.03G167400,B,KRH67461,Glyma.03G167400.9,IAA,IAA12/13,3,38174406,38178950,1,38174604,38178885,1190,941,0.757969,31.1439999999999,1190,941,0.199519,8,1190,941,1.01506699999999,33.993,1190,941,0,0,1190,941,1.618781,70.775,1190,941,0,0,1190,941,0.856245999999999,33.7169999999999,1190,941,0.331675,30.829,1190,941,0,0,1190,941,0.945973999999999,71.271,1190,941,0,0,1190,940,0,0,1190,940,0,0,1190,940,0,0,GmIAA12/13_A
Glyma.03G167400,B,KRH67462,Glyma.03G167400.10,IAA,IAA12/13,3,38174406,38178950,1,38174406,38178950,1450,1201,0,0,1450,1201,0,0,1450,1201,0.184457,7.884,1450,1201,0,0,1450,1201,0,0,1450,1201,0.193712,10.554,1450,1201,0.060647,3.048,1450,1201,0.101618,12.055,1450,1201,0,0,1450,1201,0,0,1450,1201,0,0,1450,1200,0.410893,3,1450,1200,0.246174,2,1450,1200,1.305593,10.339,GmIAA12/13_A
Glyma.03G167400,B,KRH67463,Glyma.03G167400.11,IAA,IAA12/13,3,38174406,38178950,1,38175542,38178950,1071,822,0,0,1071,822,0,0,1071,822,1.074198,31.4239999999999,1071,822,2.669419,99,1071,822,0,0,1071,822,1.41150599999999,52.633,1071,822,0,0,1071,822,0,0,1071,822,0.66242,26,1071,822,0,0,1071,822,0,0,1071,821,0,0,1071,821,0,0,1071,821,0,0,GmIAA12/13_A
Glyma.03G208800,B,KRH68102,Glyma.03G208800.1,ARF,ARF3,3,41564516,41575322,-1,41564516,41575322,8377,8128,0.141022,50.0499999999999,8377,8128,0.028981,10.037,8377,8128,0.139780999999999,40.433,8377,8128,0.03545,13,8377,8128,0.921584999999999,348.033,8377,8128,0.648135,238.977,8377,8128,0.172108,58.539,8377,8128,0.017437,14,8377,8128,0,0,8377,8128,0,0,8377,8128,0,0,8377,8127,0,0,8377,8127,0,0,8377,8127,0,0,GmARF3_A
Glyma.03G209400,TIR1,KRH68108,Glyma.03G209400.1,AFB/TIR1,TIR1,3,41624403,41628209,1,41624403,41628209,2422,2173,25.967032,2463.856,2422,2173,26.377921,2442.40299999999,2422,2173,20.7193329999999,1602.284,2422,2173,14.286116,1400.621,2422,2173,28.476275,2875.04399999999,2422,2173,25.128377,2477.032,2422,2173,20.548182,1868.51,2422,2173,9.44560399999999,2027.454,2422,2173,11.542469,1197.641,2422,2173,20.867913,3630.61099999999,2422,2173,22.5496909999999,4235.61899999999,2422,2172,26.686917,352.670999999999,2422,2172,5.46541099999999,80.369,2422,2172,1.007309,14.438,GmTIR1_B
Glyma.03G224800,C,KRH68346,Glyma.03G224800.1,IAA,IAA20/30,3,42715025,42716552,-1,42715025,42716552,1165,916,0.425030999999999,17,1165,916,0.594045,23.186,1165,916,0.0920279999999999,3,1165,916,0.411345999999999,17,1165,916,4.40240899999999,187.365,1165,916,1.925249,80,1165,916,0.860906999999999,33,1165,916,2.636044,238.512,1165,916,0,0,1165,916,0.202948999999999,14.884,1165,916,0.479922999999999,38,1165,915,0.280731,1.56299999999999,1165,915,0.900155999999999,5.57599999999999,1165,915,0,0,GmIAA20/30_B
Glyma.03G247400,A,KRH68738,Glyma.03G247400.1,IAA,IAA16,3,44423506,44426121,1,44423506,44426121,1202,953,123.752976,5149.69899999999,1202,953,182.226043,7399.80699999999,1202,953,136.882837999999,4642.434,1202,953,143.672394,6177.501,1202,953,75.229555,3331.065,1202,953,108.926253,4709.04699999999,1202,953,87.0819139999999,3472.827,1202,953,68.2945519999999,6428.956,1202,953,65.4201589999999,2976.958,1202,953,215.724837,16460.159,1202,953,100.483878,8277.627,1202,952,178.440542999999,1033.574,1202,952,98.055423,631.998,1202,952,5.41504899999999,34.02,GmIAA16_C
Glyma.03G258300,B,KRH68924,Glyma.03G258300.1,ARF,ARF11/18,3,45279918,45284681,1,45279918,45284681,2898,2649,4.33998699999999,502,2898,2649,3.166519,357.422,2898,2649,4.274833,403,2898,2649,2.409705,288,2898,2649,4.103059,505,2898,2649,6.653272,799.511999999999,2898,2649,3.223339,357.314,2898,2649,0.821664999999999,215,2898,2649,4.490535,568,2898,2649,7.628789,1618,2898,2649,10.9693609999999,2511.77,2898,2648,17.8757799999999,288.000999999999,2898,2648,13.9448799999999,250,2898,2648,4.864193,85,GmARF11/18_A
Glyma.04G066300,C,KRH61758,Glyma.04G066300.1,IAA,IAA29,4,5525939,5528040,1,5525939,5528040,1476,1227,2.08014,111.447999999999,1476,1227,0.937204999999999,49,1476,1227,0.439971999999999,19.212,1476,1227,0.518758999999999,28.718,1476,1227,0.837860999999999,47.7659999999999,1476,1227,2.294509,127.715,1476,1227,1.30790999999999,67.156,1476,1227,0.169127,20.498,1476,1227,0.0217399999999999,1.274,1476,1227,3.89024599999999,382.175,1476,1227,1.35769199999999,144,1476,1226,1.186399,8.84999999999999,1476,1226,0.879363,7.299,1476,1226,0,0,GmIAA29_A
Glyma.04G089900,A,KRH62157,Glyma.04G089900.1,IAA,IAA8/9,4,7892815,7897607,-1,7892815,7897607,2778,2529,16.622062,1835.554,2778,2529,10.753816,1158.853,2778,2529,20.62985,1856.73,2778,2529,15.766341,1798.98,2778,2529,22.072044000000002,2593.54,2778,2529,30.4169489999999,3489.57099999999,2778,2529,16.406402,1736.299,2778,2529,5.789791,1446.34899999999,2778,2529,10.68533,1290.343,2778,2529,42.1120579999999,8527,2778,2529,13.451751,2940.65599999999,2778,2528,10.3106899999999,158.59,2778,2528,14.19532,242.956999999999,2778,2528,6.34729299999999,105.89,GmIAA8/9_C
Glyma.04G093500,AFB4/5,KRH62206,Glyma.04G093500.1,AFB/TIR1,AFB4/5,4,8293640,8296647,1,8293640,8296647,2845,2596,20.8465269999999,2363.04399999999,2845,2596,19.4589889999999,2152.494,2845,2596,18.4312499999999,1702.799,2845,2596,12.747583,1493.067,2845,2596,21.089969,2543.79599999999,2845,2596,25.7086709999999,3027.554,2845,2596,15.2675889999999,1658.584,2845,2596,4.329313,1110.159,2845,2596,8.446758,1047.039,2845,2596,16.720706,3475.364,2845,2596,4.938035,1108.09099999999,2845,2595,5.368235,84.7579999999999,2845,2595,9.99334299999999,175.572,2845,2595,1.344543,23.0249999999999,GmAFB4/5_B
