,X,ensembl_gene_id,ensembl_transcript_id,chromosome_name,start_position,end_position,strand,transcript_start,transcript_end,Length.AM,EffectiveLength.AM,NumReads.AM,Length.OF,EffectiveLength.OF,NumReads.OF,Length.IBM,EffectiveLength.IBM,NumReads.IBM,Length.IAM,EffectiveLength.IAM,NumReads.IAM,Length.SAM6D,EffectiveLength.SAM6D,NumReads.SAM6D,Length.SAM17D,EffectiveLength.SAM17D,NumReads.SAM17D,Length.SAM38D,EffectiveLength.SAM38D,NumReads.SAM38D,Length.RootTip,EffectiveLength.RootTip,NumReads.RootTip,Length.Callus,EffectiveLength.Callus,NumReads.Callus,Length.Hypocotyl,EffectiveLength.Hypocotyl,NumReads.Hypocotyl,Length.Cotyledon,EffectiveLength.Cotyledon,NumReads.Cotyledon,Length.Leaf,EffectiveLength.Leaf,NumReads.Leaf,Length.Root,EffectiveLength.Root,NumReads.Root,Length.Nodule,EffectiveLength.Nodule,NumReads.Nodule,variable,TPM
23,2,Glyma.01G002100,KRH74145,1,291328,297375,-1,291328,297375,4096,3847,1707.792,4096,3847,1818.51,4096,3847,1612.548,4096,3847,1725.395,4096,3847,1599.419,4096,3847,1413.009,4096,3847,925.003,4096,3847,2301.112,4096,3847,1699.513,4096,3847,3839.713,4096,3847,2092.662,4096,3846,114.251,4096,3846,179.49,4096,3846,48.888,TPM.SAM17D,8.096833
24,2,Glyma.01G002100,KRH74145,1,291328,297375,-1,291328,297375,4096,3847,1707.792,4096,3847,1818.51,4096,3847,1612.548,4096,3847,1725.395,4096,3847,1599.419,4096,3847,1413.009,4096,3847,925.003,4096,3847,2301.112,4096,3847,1699.513,4096,3847,3839.713,4096,3847,2092.662,4096,3846,114.251,4096,3846,179.49,4096,3846,48.888,TPM.SAM38D,5.745906
25,2,Glyma.01G002100,KRH74145,1,291328,297375,-1,291328,297375,4096,3847,1707.792,4096,3847,1818.51,4096,3847,1612.548,4096,3847,1725.395,4096,3847,1599.419,4096,3847,1413.009,4096,3847,925.003,4096,3847,2301.112,4096,3847,1699.513,4096,3847,3839.713,4096,3847,2092.662,4096,3846,114.251,4096,3846,179.49,4096,3846,48.888,TPM.Callus,9.251965
26,2,Glyma.01G002100,KRH74145,1,291328,297375,-1,291328,297375,4096,3847,1707.792,4096,3847,1818.51,4096,3847,1612.548,4096,3847,1725.395,4096,3847,1599.419,4096,3847,1413.009,4096,3847,925.003,4096,3847,2301.112,4096,3847,1699.513,4096,3847,3839.713,4096,3847,2092.662,4096,3846,114.251,4096,3846,179.49,4096,3846,48.888,TPM.Leaf,4.882454
27,2,Glyma.01G002100,KRH74145,1,291328,297375,-1,291328,297375,4096,3847,1707.792,4096,3847,1818.51,4096,3847,1612.548,4096,3847,1725.395,4096,3847,1599.419,4096,3847,1413.009,4096,3847,925.003,4096,3847,2301.112,4096,3847,1699.513,4096,3847,3839.713,4096,3847,2092.662,4096,3846,114.251,4096,3846,179.49,4096,3846,48.888,TPM.Root,6.893253
28,2,Glyma.01G002100,KRH74145,1,291328,297375,-1,291328,297375,4096,3847,1707.792,4096,3847,1818.51,4096,3847,1612.548,4096,3847,1725.395,4096,3847,1599.419,4096,3847,1413.009,4096,3847,925.003,4096,3847,2301.112,4096,3847,1699.513,4096,3847,3839.713,4096,3847,2092.662,4096,3846,114.251,4096,3846,179.49,4096,3846,48.888,TPM.Nodule,1.926212
29,3,Glyma.01G103500,KRH75716,1,34600880,34605669,-1,34600880,34605657,3056,2807,2863.895,3056,2807,860.6,3056,2807,2821.131,3056,2807,1790.248,3056,2807,3468.459,3056,2807,4285.105,3056,2807,1927.058,3056,2807,1363.695,3056,2807,146.319,3056,2807,528.911,3056,2807,506.669,3056,2806,0,3056,2806,0,3056,2806,0,TPM.AM,23.365836
30,3,Glyma.01G103500,KRH75716,1,34600880,34605669,-1,34600880,34605657,3056,2807,2863.895,3056,2807,860.6,3056,2807,2821.131,3056,2807,1790.248,3056,2807,3468.459,3056,2807,4285.105,3056,2807,1927.058,3056,2807,1363.695,3056,2807,146.319,3056,2807,528.911,3056,2807,506.669,3056,2806,0,3056,2806,0,3056,2806,0,TPM.OF,7.195187
31,3,Glyma.01G103500,KRH75716,1,34600880,34605669,-1,34600880,34605657,3056,2807,2863.895,3056,2807,860.6,3056,2807,2821.131,3056,2807,1790.248,3056,2807,3468.459,3056,2807,4285.105,3056,2807,1927.058,3056,2807,1363.695,3056,2807,146.319,3056,2807,528.911,3056,2807,506.669,3056,2806,0,3056,2806,0,3056,2806,0,TPM.IAM,14.13592
32,3,Glyma.01G103500,KRH75716,1,34600880,34605669,-1,34600880,34605657,3056,2807,2863.895,3056,2807,860.6,3056,2807,2821.131,3056,2807,1790.248,3056,2807,3468.459,3056,2807,4285.105,3056,2807,1927.058,3056,2807,1363.695,3056,2807,146.319,3056,2807,528.911,3056,2807,506.669,3056,2806,0,3056,2806,0,3056,2806,0,TPM.IBM,28.240802
33,3,Glyma.01G103500,KRH75716,1,34600880,34605669,-1,34600880,34605657,3056,2807,2863.895,3056,2807,860.6,3056,2807,2821.131,3056,2807,1790.248,3056,2807,3468.459,3056,2807,4285.105,3056,2807,1927.058,3056,2807,1363.695,3056,2807,146.319,3056,2807,528.911,3056,2807,506.669,3056,2806,0,3056,2806,0,3056,2806,0,TPM.RootTip,4.918282
34,3,Glyma.01G103500,KRH75716,1,34600880,34605669,-1,34600880,34605657,3056,2807,2863.895,3056,2807,860.6,3056,2807,2821.131,3056,2807,1790.248,3056,2807,3468.459,3056,2807,4285.105,3056,2807,1927.058,3056,2807,1363.695,3056,2807,146.319,3056,2807,528.911,3056,2807,506.669,3056,2806,0,3056,2806,0,3056,2806,0,TPM.Cotyledon,2.088168
35,3,Glyma.01G103500,KRH75716,1,34600880,34605669,-1,34600880,34605657,3056,2807,2863.895,3056,2807,860.6,3056,2807,2821.131,3056,2807,1790.248,3056,2807,3468.459,3056,2807,4285.105,3056,2807,1927.058,3056,2807,1363.695,3056,2807,146.319,3056,2807,528.911,3056,2807,506.669,3056,2806,0,3056,2806,0,3056,2806,0,TPM.Hypocotyl,2.353419
36,3,Glyma.01G103500,KRH75716,1,34600880,34605669,-1,34600880,34605657,3056,2807,2863.895,3056,2807,860.6,3056,2807,2821.131,3056,2807,1790.248,3056,2807,3468.459,3056,2807,4285.105,3056,2807,1927.058,3056,2807,1363.695,3056,2807,146.319,3056,2807,528.911,3056,2807,506.669,3056,2806,0,3056,2806,0,3056,2806,0,TPM.SAM6D,26.594544
37,3,Glyma.01G103500,KRH75716,1,34600880,34605669,-1,34600880,34605657,3056,2807,2863.895,3056,2807,860.6,3056,2807,2821.131,3056,2807,1790.248,3056,2807,3468.459,3056,2807,4285.105,3056,2807,1927.058,3056,2807,1363.695,3056,2807,146.319,3056,2807,528.911,3056,2807,506.669,3056,2806,0,3056,2806,0,3056,2806,0,TPM.SAM17D,33.652046
38,3,Glyma.01G103500,KRH75716,1,34600880,34605669,-1,34600880,34605657,3056,2807,2863.895,3056,2807,860.6,3056,2807,2821.131,3056,2807,1790.248,3056,2807,3468.459,3056,2807,4285.105,3056,2807,1927.058,3056,2807,1363.695,3056,2807,146.319,3056,2807,528.911,3056,2807,506.669,3056,2806,0,3056,2806,0,3056,2806,0,TPM.SAM38D,16.405528
39,3,Glyma.01G103500,KRH75716,1,34600880,34605669,-1,34600880,34605657,3056,2807,2863.895,3056,2807,860.6,3056,2807,2821.131,3056,2807,1790.248,3056,2807,3468.459,3056,2807,4285.105,3056,2807,1927.058,3056,2807,1363.695,3056,2807,146.319,3056,2807,528.911,3056,2807,506.669,3056,2806,0,3056,2806,0,3056,2806,0,TPM.Callus,1.091669
40,3,Glyma.01G103500,KRH75716,1,34600880,34605669,-1,34600880,34605657,3056,2807,2863.895,3056,2807,860.6,3056,2807,2821.131,3056,2807,1790.248,3056,2807,3468.459,3056,2807,4285.105,3056,2807,1927.058,3056,2807,1363.695,3056,2807,146.319,3056,2807,528.911,3056,2807,506.669,3056,2806,0,3056,2806,0,3056,2806,0,TPM.Leaf,0
41,3,Glyma.01G103500,KRH75716,1,34600880,34605669,-1,34600880,34605657,3056,2807,2863.895,3056,2807,860.6,3056,2807,2821.131,3056,2807,1790.248,3056,2807,3468.459,3056,2807,4285.105,3056,2807,1927.058,3056,2807,1363.695,3056,2807,146.319,3056,2807,528.911,3056,2807,506.669,3056,2806,0,3056,2806,0,3056,2806,0,TPM.Root,0
42,3,Glyma.01G103500,KRH75716,1,34600880,34605669,-1,34600880,34605657,3056,2807,2863.895,3056,2807,860.6,3056,2807,2821.131,3056,2807,1790.248,3056,2807,3468.459,3056,2807,4285.105,3056,2807,1927.058,3056,2807,1363.695,3056,2807,146.319,3056,2807,528.911,3056,2807,506.669,3056,2806,0,3056,2806,0,3056,2806,0,TPM.Nodule,0
43,4,Glyma.01G103500,KRH75717,1,34600880,34605669,-1,34600880,34605669,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2818,587.613,3068,2818,4379.21,3068,2818,1564.397,TPM.AM,0
44,4,Glyma.01G103500,KRH75717,1,34600880,34605669,-1,34600880,34605669,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2818,587.613,3068,2818,4379.21,3068,2818,1564.397,TPM.OF,0
45,4,Glyma.01G103500,KRH75717,1,34600880,34605669,-1,34600880,34605669,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2818,587.613,3068,2818,4379.21,3068,2818,1564.397,TPM.IAM,0
46,4,Glyma.01G103500,KRH75717,1,34600880,34605669,-1,34600880,34605669,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2818,587.613,3068,2818,4379.21,3068,2818,1564.397,TPM.IBM,0
47,4,Glyma.01G103500,KRH75717,1,34600880,34605669,-1,34600880,34605669,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2818,587.613,3068,2818,4379.21,3068,2818,1564.397,TPM.RootTip,0
48,4,Glyma.01G103500,KRH75717,1,34600880,34605669,-1,34600880,34605669,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2818,587.613,3068,2818,4379.21,3068,2818,1564.397,TPM.Cotyledon,0
49,4,Glyma.01G103500,KRH75717,1,34600880,34605669,-1,34600880,34605669,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2818,587.613,3068,2818,4379.21,3068,2818,1564.397,TPM.Hypocotyl,0
50,4,Glyma.01G103500,KRH75717,1,34600880,34605669,-1,34600880,34605669,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2818,587.613,3068,2818,4379.21,3068,2818,1564.397,TPM.SAM6D,0
51,4,Glyma.01G103500,KRH75717,1,34600880,34605669,-1,34600880,34605669,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2818,587.613,3068,2818,4379.21,3068,2818,1564.397,TPM.SAM17D,0
52,4,Glyma.01G103500,KRH75717,1,34600880,34605669,-1,34600880,34605669,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2818,587.613,3068,2818,4379.21,3068,2818,1564.397,TPM.SAM38D,0
53,4,Glyma.01G103500,KRH75717,1,34600880,34605669,-1,34600880,34605669,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2818,587.613,3068,2818,4379.21,3068,2818,1564.397,TPM.Callus,0
54,4,Glyma.01G103500,KRH75717,1,34600880,34605669,-1,34600880,34605669,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2818,587.613,3068,2818,4379.21,3068,2818,1564.397,TPM.Leaf,34.272015
55,4,Glyma.01G103500,KRH75717,1,34600880,34605669,-1,34600880,34605669,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2818,587.613,3068,2818,4379.21,3068,2818,1564.397,TPM.Root,229.534254
56,4,Glyma.01G103500,KRH75717,1,34600880,34605669,-1,34600880,34605669,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2819,0,3068,2818,587.613,3068,2818,4379.21,3068,2818,1564.397,TPM.Nodule,84.12323
57,5,Glyma.02G065300,KRH70053,2,5811685,5815085,-1,5811685,5815085,2808,2559,893.778,2808,2559,708.443,2808,2559,1077.929,2808,2559,895.905,2808,2559,1566.236,2808,2559,1779.222,2808,2559,705.35,2808,2559,972.718,2808,2559,570.268,2808,2559,951.079,2808,2559,276.765,2808,2558,35.199,2808,2558,54,2808,2558,38,TPM.AM,7.99882
58,5,Glyma.02G065300,KRH70053,2,5811685,5815085,-1,5811685,5815085,2808,2559,893.778,2808,2559,708.443,2808,2559,1077.929,2808,2559,895.905,2808,2559,1566.236,2808,2559,1779.222,2808,2559,705.35,2808,2559,972.718,2808,2559,570.268,2808,2559,951.079,2808,2559,276.765,2808,2558,35.199,2808,2558,54,2808,2558,38,TPM.OF,6.497067
59,5,Glyma.02G065300,KRH70053,2,5811685,5815085,-1,5811685,5815085,2808,2559,893.778,2808,2559,708.443,2808,2559,1077.929,2808,2559,895.905,2808,2559,1566.236,2808,2559,1779.222,2808,2559,705.35,2808,2559,972.718,2808,2559,570.268,2808,2559,951.079,2808,2559,276.765,2808,2558,35.199,2808,2558,54,2808,2558,38,TPM.IAM,7.759699
60,5,Glyma.02G065300,KRH70053,2,5811685,5815085,-1,5811685,5815085,2808,2559,893.778,2808,2559,708.443,2808,2559,1077.929,2808,2559,895.905,2808,2559,1566.236,2808,2559,1779.222,2808,2559,705.35,2808,2559,972.718,2808,2559,570.268,2808,2559,951.079,2808,2559,276.765,2808,2558,35.199,2808,2558,54,2808,2558,38,TPM.IBM,11.836297
61,5,Glyma.02G065300,KRH70053,2,5811685,5815085,-1,5811685,5815085,2808,2559,893.778,2808,2559,708.443,2808,2559,1077.929,2808,2559,895.905,2808,2559,1566.236,2808,2559,1779.222,2808,2559,705.35,2808,2559,972.718,2808,2559,570.268,2808,2559,951.079,2808,2559,276.765,2808,2558,35.199,2808,2558,54,2808,2558,38,TPM.RootTip,3.848179
62,5,Glyma.02G065300,KRH70053,2,5811685,5815085,-1,5811685,5815085,2808,2559,893.778,2808,2559,708.443,2808,2559,1077.929,2808,2559,895.905,2808,2559,1566.236,2808,2559,1779.222,2808,2559,705.35,2808,2559,972.718,2808,2559,570.268,2808,2559,951.079,2808,2559,276.765,2808,2558,35.199,2808,2558,54,2808,2558,38,TPM.Cotyledon,1.251193
63,5,Glyma.02G065300,KRH70053,2,5811685,5815085,-1,5811685,5815085,2808,2559,893.778,2808,2559,708.443,2808,2559,1077.929,2808,2559,895.905,2808,2559,1566.236,2808,2559,1779.222,2808,2559,705.35,2808,2559,972.718,2808,2559,570.268,2808,2559,951.079,2808,2559,276.765,2808,2558,35.199,2808,2558,54,2808,2558,38,TPM.Hypocotyl,4.642003
64,5,Glyma.02G065300,KRH70053,2,5811685,5815085,-1,5811685,5815085,2808,2559,893.778,2808,2559,708.443,2808,2559,1077.929,2808,2559,895.905,2808,2559,1566.236,2808,2559,1779.222,2808,2559,705.35,2808,2559,972.718,2808,2559,570.268,2808,2559,951.079,2808,2559,276.765,2808,2558,35.199,2808,2558,54,2808,2558,38,TPM.SAM6D,13.173016
65,5,Glyma.02G065300,KRH70053,2,5811685,5815085,-1,5811685,5815085,2808,2559,893.778,2808,2559,708.443,2808,2559,1077.929,2808,2559,895.905,2808,2559,1566.236,2808,2559,1779.222,2808,2559,705.35,2808,2559,972.718,2808,2559,570.268,2808,2559,951.079,2808,2559,276.765,2808,2558,35.199,2808,2558,54,2808,2558,38,TPM.SAM17D,15.326832
66,5,Glyma.02G065300,KRH70053,2,5811685,5815085,-1,5811685,5815085,2808,2559,893.778,2808,2559,708.443,2808,2559,1077.929,2808,2559,895.905,2808,2559,1566.236,2808,2559,1779.222,2808,2559,705.35,2808,2559,972.718,2808,2559,570.268,2808,2559,951.079,2808,2559,276.765,2808,2558,35.199,2808,2558,54,2808,2558,38,TPM.SAM38D,6.586761
67,5,Glyma.02G065300,KRH70053,2,5811685,5815085,-1,5811685,5815085,2808,2559,893.778,2808,2559,708.443,2808,2559,1077.929,2808,2559,895.905,2808,2559,1566.236,2808,2559,1779.222,2808,2559,705.35,2808,2559,972.718,2808,2559,570.268,2808,2559,951.079,2808,2559,276.765,2808,2558,35.199,2808,2558,54,2808,2558,38,TPM.Callus,4.667032
68,5,Glyma.02G065300,KRH70053,2,5811685,5815085,-1,5811685,5815085,2808,2559,893.778,2808,2559,708.443,2808,2559,1077.929,2808,2559,895.905,2808,2559,1566.236,2808,2559,1779.222,2808,2559,705.35,2808,2559,972.718,2808,2559,570.268,2808,2559,951.079,2808,2559,276.765,2808,2558,35.199,2808,2558,54,2808,2558,38,TPM.Leaf,2.261619
69,5,Glyma.02G065300,KRH70053,2,5811685,5815085,-1,5811685,5815085,2808,2559,893.778,2808,2559,708.443,2808,2559,1077.929,2808,2559,895.905,2808,2559,1566.236,2808,2559,1779.222,2808,2559,705.35,2808,2559,972.718,2808,2559,570.268,2808,2559,951.079,2808,2559,276.765,2808,2558,35.199,2808,2558,54,2808,2558,38,TPM.Root,3.118045
